No,Comment,Class
414,"iS IN TOP 10 , IN YOUTUBE TOP VIEWS , ON 9 IS MILEY CYRUS: http://www.google.ro/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=1&amp;ved=0CB8QFjAA&amp;url=http%3A%2F%2Fen.wikipedia.org%2Fwiki%2FList_of_most_viewed_YouTube_videos&amp;ei=OQ3yU9DWC8L4yQOYo4GoAw&amp;usg=AFQjCNGKM-Idplal6kuVKoEkVgdTT2jVLQ&amp;sig2=OnqZzad3q3CmNBe9nml4gA&amp;bvm=bv.73231344,d.bGQ&amp;cad=rja ﻿",1
415,This is getting old.........﻿,0
416,thumbs up if you think this should have 1 billion views﻿,0
417,Fuck it was the best ever 0687119038 nummber of patrik kluivert his son share !﻿,1
418,1000000000 views.﻿,0
419,Hey ! Subscribe  to me for the peace in the world ! ♥﻿,1
420,http://9gag.com/gag/aAVpwj9/ =)﻿,1
421,I love you Shakiria!!!!!!﻿,0
422,"how does this video have 2,127,322,484 views if there are only 7 million  people on earth?﻿",0
423,Sub my channel!﻿,1
424,"Hello! I'm kind of new to Youtube, And soon i'm soon going to be making  Launchpad Video's! :D I would really appreciate if i got some subs before i  started so that people can spot me easily! I dont really care about hate  comments so dont bother -_-﻿",1
425,SUP GUS THIS IS A VIDEO FOR PEOPLE WHO LOVES PARTY ROCK SO THANKS FOR WATCHING AND PLEASE SUBSCRIBE:)!!﻿,1
426,love﻿,0
427,Great music anyway﻿,0
428,"People Who Say That ""This Song Is Too Old Now, There's No Point Of  Listening To It"" Suck. Just Stfu And Enjoy The Music. So, Your Mom Is Old  Too But You Still Listen To Her Right?....﻿",0
429,Check out this video on YouTube:﻿,1
430,this song is NICE﻿,0
431,pleas subscribe on me for ps4 games video <br /><i>______________________________</i><br />if you have som tips so contact me on kik or skype<br /><i>______________________________</i><br />Kik: pander26<br />Skype: sander.nicolaysen2<br /><i>______________________</i><br />pleas subscribe on me and Kashoo Gaming﻿,1
432,wierd but funny﻿,0
433,Katy Perry is garbage. Rihanna is the best singer in the world. ﻿,0
434,Check out my Music Videos! and PLEASE SUBSCRIBE!!!! Fuego - U LA LA Remix  hyperurl.co/k6a5xt﻿,1
435,"Cool Video LMFAOVEVO! You should check out my shuffling videos on my channel when you get the chance. It&#39;s much appreciated. Cheers! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23EveryDayImVaping"">#EveryDayImVaping</a> ;-)﻿",1
436,i love this song so much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0
437,Visit my channel﻿,1
438,Please give us a chance and check out the new music video on our channel!  You won't be disappointed.﻿,1
439,"If the shitty Chinese Government didn't block YouTube over there, there'd  be close to 3 billion views right now. ﻿",0
440,Our Beautiful Bella has been diagnosed with Wobbler's Syndrome. There is no  way we could afford to do her MRI or surgery. She is not just a dog she is  a very special member of our family. Without the surgery we fear we will  lose her. Please help!  http://www.gofundme.com/f7ekgw﻿,1
441,You can not hate eminem and nirvana...trust me﻿,0
442,cool﻿,0
443,I like it﻿,0
444,Check out this video on YouTube:lo﻿,1
445,I miss this song. 😢﻿,0
446,the most viewed youtube video of all time?﻿,0
447,http://minhateca.com.br/mauro-sp2013/Filmes+Series+Desenhos+Animes+Mp3+etc﻿,1
448,"#nowplaying ""Weekendmix"" track 04 : Katy Perry - Roar (DJ Denis Shmelev &amp; DJ Alex Serov Remix) http://youtu.be/CevxZvSJLk8   Listen live at: www.smartfm.nl/livestream.html﻿",1
449,BEST SONG! GO SHAKI :D﻿,0
450,just :( superr!!!﻿,0
451,Good video﻿,0
452,MANY MEMORIES...........﻿,0
453,Check out this video on YouTube:﻿,1
454,"So,cool！！﻿",0
455,http://www.avaaz.org/po/petition/Youtube_Corporation_Fox_Broadcasting_Company_Anular_os_strikes_no_Canal_Nostalgia/?cXPZpgb ﻿,1
456,Omg can this be the first video on YouTube to hit 1 billion views like this comment of you agree.﻿,1
457,Check out this video on YouTube:﻿,1
458,:D﻿,0
459,Dang Dat little kid gat moves﻿,0
460,She looks like Megan Fox 😂 xD!!﻿,0
461,Remove This video its wank﻿,0
462,What is he saying?!?!?!?!?!?!?!?$? ﻿,0
463,fave song﻿,0
464,Best song ever!!!!﻿,0
465,"I love this song, it´s for empowering every woman :)  ""you´re gonna hear me roar"" ;)﻿",0
466,What nicei⛺♥♥♥♥﻿,0
467,Hi loving it﻿,0
468,beautiful song!﻿,0
469,"Every collaboration between them, we know it will be number 1 ﻿",0
470,The Guy in the yellow suit kinda looks like Jae-suk ﻿,0
471,Check out this playlist on YouTube:﻿,1
472,Come subscribe﻿,1
473,Since when has Katy Perry had her own YouTube channel?﻿,0
474,"I love katy fashions tiger, care to visit my blog sinar jahitan  I also have the tiger collections tqvm﻿",1
475,Have you tried a new social network TSU? This new social network has a  special thing.You can share the posts as well as on fb and twitter and even  to'll get paid You can registr here:  https://www.tsu.co/WORLDWIDE_LIFE﻿,1
476,I love your songs eminem your the rap god﻿,0
477,and u should.d check my channel and tell me what I should do next!﻿,1
478,Wow I love it ﻿,0
479,http://www.aaas.org/tech-i/vote#view/25874/2177367 VOTE SHELDON PLEASE  GUYS. GIVE IT 5 STARS. THANKS IN ADVANCE﻿,1
480,i think about 100 millions of the views come from people who only wanted to  check the views﻿,0
481,"Good thing she brought her spray-on tan, hairstylist, makeup artist, and  cameraman.﻿",0
482,I love this shit but I disliked it because it's sucks﻿,0
483,No-I hate The Way U LIe!!﻿,0
484,Check out this video on YouTube:﻿,1
485,"coby this USL and past :<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX<br />delete space after y﻿",1
486,"Every time I hear this song, I think about Iniesta&#39;s goal against the Netherlands...﻿",0
487,THIS IS SHIT AND SOOOOO AUTOTUNED﻿,0
488,This was such an epic track. And the video is awesome!﻿,0
489,If she really did this there she's hardcore﻿,0
490,"Like this comment, guys i just started up a new channel if i can get 200 subscribers by tonight ill do a $20 paypal giveaway like this comment so your friends can see it or others and they can also be entered GO !!!﻿",1
491,Check the shit out on my channel<br /><br /><br />SUBSCRIBE YOU WILL LIKE IT﻿,1
492,Is that Charlie from lost?<br />﻿,0
493,Get free gift cards and pay pal money!﻿,1
494,Check out this video on YouTube:﻿,1
495,Rihanna is so beautiful and amazing ♥♥♥♥♥love her so much♥♥♥♥ forever RiRi fan ♥ ♥ ♥ ♥ ♥ ♥ ﻿,0
496,i want to smack this year boy in to forever﻿,0
497,Take a break from Katie and help me reach 100 subscribers this month!  New  music and free downloads! ﻿,1
498,SERIOUSLY HOW DID THEY COME UP WITH THAT BEAT IT IS INSANELY GOOD HOLY FUCK﻿,0
499,Honestly speaking except taylor swift and adele i don't lile any of the  modern day singers. But i must say whenever i hear this song i feel  goosebumps. Its quite inspiring!! Thanks miss Perry!﻿,0
500,im sorry for the spam but My name is Jenny. I go to high school where  everyone dresses fashionable but for me I don't because i need money to buy  cute clothes. I have low self esteem . I live with my dad. my mom passed  away when i was 6 so i don't really have a mother figure. I have 2 brothers  who is older than me. Since they are boys they get the attention while i  just be alone. I really want to wear pretty clothes like the girls in my  school and get a boyfriend. i just can't be my self. im very quite and shy  at school because i don't have the confidence in myself to talk to someone.  i did have one friend name Caroline but she moved away so now im alone. if  you could donate some money to me it would be great. i don't care about  expensive brand ill just shop at walmart because they have pretty clothes.  also i wanna get my nails done at a salon . i see alot of girls have these  french tips. i never had my nail did at a salon before i will really  appreciate if i can and get my hair curled too. http://www.gofundme.com/dressprettyonce thanks omg please.﻿,1
501,Ah. Good old times (:﻿,0
502,like this comment if your watching in 2015 or 2016﻿,1
503,Good times. ﻿,0
504,"okay, this should cover me for some time... Thumbs up if you&#39;re watching while youtube still exists.﻿",1
505,Check out this video on YouTube:﻿,1
506,Nice vídeo shakira good﻿,0
507,www.marketglory.com/strategygame/lordviperas﻿,1
508,Very Nice !﻿,0
509,Best song ever made i swear :D i still hear even doe it old!! who else?﻿,0
510,"2,000,000,000 out of 7,000,000,000 people in the would saw this video just  in 2 years and yeat i only get 2 words out of the hole song﻿",0
511,Check out this playlist on YouTube:👿👳👳👳👳👳﻿,1
512,:3﻿,0
513,This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!﻿,0
514,WHY DOES THIS HAVE 2 BILLION VIEWS THIS SONG IS SO ANNOYING﻿,0
515,i love this song thumsb up to you﻿,0
516,Love this song makes me wanna dance! ﻿,0
517,Check out this video on YouTube:﻿,1
518,Glad to know im not the only one who knows its katheryn's birthday today :)  happy birthday katy...and my sister. (they seriously have the same  birthday...)﻿,0
519,Megan Fox is gorg in this!! Eminem is truly the rap god :)﻿,0
520,What my gangnam style﻿,0
521,Still a very fun music video to watch! ﻿,0
522,katy perry will u sit on my face please. it would be really awesome and  i'll give you 5 dollars. ok if you want to do this then please call me and  subscribe to my channel first ok thats good and then u sit on my face and  ill get an erection then you sit more k?﻿,1
523,2015 and more....﻿,0
524,LMFAO IS THE BEST﻿,0
525,this jap is such a piece of shit. he is such a worthless fish head. i dont  know how any one likes this dumb untanlted gook. this isnt even fucken  music. this is so fucking sad that this is even such thing. people are so  fucked up.﻿,0
526,I am going to blow my mind﻿,0
527,follower please https://www.facebook.com/lists/161620527267482﻿,1
528,Check out this video on YouTube:﻿,1
529,Check out this video on YouTube:<br />Gotta dance and just have a blast every time I hear this song !!!! Just ❥love❥ it!<br />﻿,1
530,DISLIKE.. Now one knows REAL music - ex. Enimen ﻿,0
531,just came here to check the views :P﻿,0
532,Check out this video on YouTube:﻿,1
533,Check out this video on YouTu﻿,1
534,Like﻿,0
535,Katy Perry can't sing for shit. All i hear it autotune.﻿,0
536,How stupid humanity is﻿,0
537,Men stop being naive idiots believing in love and believing that women actually respect you.  Want a more fulfilling drama fee life? Check out MGTOW. There are many channels here on YouTube that you can chose from which will give you all the information needed. (Caution: Not for men who enjoy being disposable providers of utility)﻿,1
538,The best Song i saw ❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘﻿,0
539,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,1
540,I like you . Katy Perry 600▲60▲6▲﻿,0
541,Can somebody wake me up when we get to 3 billion views.﻿,0
542,best song﻿,0
543,Check out this video on YouTube:﻿,1
544,why are they 5million comments when there is only 279.898 youtube Users.   5million fake account or PSY hacked youtube﻿,0
545,plz check out fablife / welcome to fablife for diys and challenges so plz  subscribe thx!﻿,1
546,2015!! LLIKEE!!﻿,0
547,Please subscribe to my channel!Thanks!﻿,1
548,every bady yust have a good time﻿,0
549,I think this is now a place to promote channels in the comment section lol.﻿,0
550,Really good song .<br />you know love song song.﻿,0
551,ALL SCHOOL DROP OUTS I KNEW AS FRIENDS BEFORE THEY DECIDED TO DROP SCHOOL THINK THERE IS NO NEED FOR AN ID CARD OR A CERTIFICATION TO PROVE YOU ARE AN EDUCATED CLEAN IN CRIMINAL RECORD TALENTED PERSON TO WORK IN ANY ENTERTAINMENT FIELD WORLDWIDE. THEY THINK THEY COULD BE RICH ENTERTAINERS BY CONSOLIDATING WITH ACTORS / ACTRESSES AS WELL AS SINGERS FOR A SHARE OF PROFIT(S).﻿,1
552,Katy Perry - Roar (Official): http://youtu.be/CevxZvSJLk8﻿,0
553,everyones back lool this is almost 3 years old and people are still hear!  xD﻿,0
554,Yesterday this video have 1 million likes and now it has 2 million﻿,0
555,Check out this video on YouTube:﻿,1
556,Check out this video on YouTube:﻿,1
557,Please do buy these new Christmas shirts! You can buy at any time before  December 4th and they are sold worldwide! Don't miss out:  http://teespring.com/treechristmas﻿,1
558,I love you!❤✨﻿,0
559,Check out this video on YouTube﻿,1
560,Check out this video on YouTube:﻿,1
561,"I love this song, can&#39;t believe it was 5 years ago, it doesn&#39;t get old though﻿",0
562,LOL this shit never gets old﻿,0
563,Check out my Music Videos! Fuego - U LA LA Remix  hyperurl.co/k6a5xt﻿,1
564,Hello from Russia comes to the channel subscribe﻿,1
565,"<a href=""https://m.freemyapps.com/share/url/505b0232"">https://m.freemyapps.com/share/url/505b0232</a>﻿",1
566,Check out this playlist on YouTube:﻿,1
567,This song never gets old love it.﻿,0
568,There is 7 bilion poeple on earth Now stop being dumb﻿,0
569,"Hey guys, I was working last night on this project, it's a music streamer  like spotify, but it allows you to download the files to listen to when  you're offline. Opening it as a free beta, feel free to try it out :) download: https://mega.co.nz/#!ehVjzKyA!5bGKg2iWPHZOHWAEUesrWnegqG_lABcO7Rw9WFX8hAo﻿",1
570,subscribers please`﻿,1
571,"She is good. Does she make any more music? If she doesn't, she should!﻿",0
572,want to win borderlands the pre-sequel? check my channel :)﻿,1
573,Like eminen﻿,0
574,"Don't mind me, I'm just checking what the views are up to : )﻿",0
575,Waka best one﻿,0
576,1 million dislikes!EPIC FAIL(ready for you fanboys)﻿,0
577,Love you﻿,0
578,SUBSCRIBE me. if you do that leave your name so i can subs back ﻿,1
579,Check out this video on YouTube:﻿,1
580,I shuffled while listening to this song. THE ILLNESS IS SPREADING!!﻿,0
581,like this comment if ur watching this on 2015 ﻿,1
582,"HAHAA THIS DANCE IS TIGHTTTT<br /><br />I know y&#39;all &quot;…ain&#39;t got time for MY demo man&quot;  but check out some of my stuff<br /><br />Slappers on slappers on bangers! Click that link below to peep game! ENJOY. <br /><br /><a href=""https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk"">https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk</a>﻿",1
583,Nice﻿,0
584,Abomination! Subscribe if you agree :| party here in my channel. cool lights.﻿,1
585,There are beautiful songs please subscribe﻿,1
586,I'd rather hear some propa explicit gangsta rap insted of this garbage.  This song is trash !﻿,0
587,Wow...5 years<br />﻿,0
588,"she is a fool. this is a foolish video. the lyrics are all about her and  how great she is. she is arrogant, obviously. but the thing is that there  are a lot of idiots.. look how many hits this garnered. the young stupid  girls who listen to her are numbering in the millions i guess. this video  is a piece of trash. why would anyone ever like it or listen to it? because  these stupid little girls have idiots for fathers and mothers.. and so they  are going to turn into idiots also.. just like this stupid singer. ﻿",0
589,Check out this video on YouTube:﻿,1
590,SHAKIRA SONG WAKA WAKA﻿,0
591,hi guys check my youtube channel﻿,1
592,Ummm... I just hit 1k subscribers. I make Minecraft videos. Help me out by checking me out?﻿,1
593,http://hackfbaccountlive.com/?ref=5242575﻿,1
594,Check out this playlist on YouTube:﻿,1
595,Check out this video on YouTube:﻿,1
596,Aslamu Lykum... From Pakistan﻿,1
597,get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿,1
598,Thumbs up if FE-FE-FE-FE-FEGELEIN brought u here﻿,1
599,best rap ever﻿,0
600,Not bad﻿,0
601,Party rock due and duel﻿,0
602,hi guys please my android photo editor download. thanks https://play.google.com/store/apps/details?id=com.butalabs.photo.editor﻿,1
603,awesome﻿,0
604,http://www.ermail.pl/dolacz/UnNfY2I=                  Please click on the  link﻿,1
605,that time in 2011 where this shirt was cool﻿,0
606,Can anyone sub to my channel? :D﻿,1
607,hey guys im 17 years old remixer and producer and i want you guys to help me checking my videos i am sure you will love those music if you love them then subscribe so you will know more about me:)﻿,1
608,Check out this video on YouTube:﻿,1
609,Looooooooove this song!!!!!!!!!:))))))﻿,0
610,Im gonna share a little ryhme canibus blows eminem away a quadrillion times especially about the categories of intelligent things in his mind. That he learned and rapped about and forgot before eminem spit his first ryme.luv ya linz 4e﻿,1
611,Check out this video on YouTube:﻿,1
612,Check out this playlist on YouTube:m﻿,1
613,Check out this playlist on YouTube: I tried﻿,1
614,"""....because I AM a champion...and you're gonna hear me roar!""   Today I AM my own champion  Today I AM a champion for the Creator  Today I AM doing positive in my world Today I AM blessing and healing all around me Today I AM successful and  creating success  ﻿",0
615,Best Music Ever!!!﻿,0
616, GO TO MY CHANNEL and check out my written songs﻿,1
617,"860,000,000 lets make it first female to reach one billion!! Share it and replay it! ﻿",0
618,Lol check out my chanell and subscribe please i want 5000 subs thats it im nearly their now﻿,1
619,"Rihana, Love Me. :(﻿",0
620,"This is the only video on youtube that get so much views just because we  want to see how much views it has. 1.000.000 every day, I mean, Most people  think a video is popular when it actually gets 1.000.000 views.﻿",0
621,PLEASE SUBSCRIBE ME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,1
622,"The song is very good ...but the video makes no sense...just a nonsense  video...I mean she is telling her story of being stuck on an island, but  the song doesn't fit in the situation...but nvm...The song is good﻿",0
623,"should not have paused the music, this is a clip, not a movie.﻿",0
624,The most liked video on YouTube...﻿,0
625,Check out this video on YouTube:﻿,1
626,Katty perry please say in one of your new videoes that they follow the  Girls Girls please﻿,1
627,"i think they were drunk when they shot the first half of the video and then the sec on half comes in, and her boobs are magically bigger and  she's more beautiful suddenly, and the dude practically vanishes ﻿",0
628,http://www.twitch.tv/daconnormc﻿,1
629,Check out this playlist on YouTube:﻿,1
630,Check out this video on YouTube:﻿,1
631,Nice song﻿,0
632,"Still listening,still same pleasure﻿",0
633,Great song﻿,0
634,How can this music video get 2 billion views while im the only one watching  here on earth?????? lol﻿,0
635,:-D ♪♪♪ This is my favorite song ♥﻿,0
636,Love this song so much! One of my faves! Xxx﻿,0
637,Most viewed video on youtube...daaaaaaaaaaannng those views can almost  dominate the entire...china...﻿,0
638,Subscribe﻿,1
639,i am a big fan of you and i love you﻿,0
640,"I hear this all the time on radio and its really irritating. That being  said, i like the video﻿",0
641,I love  Shakira !!!!!! ❤🎵🎶🎼🎸﻿,0
642,awesome﻿,0
643,Subscribe me and i subscribe you back!!﻿,1
644,guys please subscribe me to help my channel grow please guys﻿,1
645,still watching in 2015...﻿,0
646,LIKE AND SUBSCRIBE﻿,1
647,Amazing song﻿,0
648,fucking love it omg :v﻿,0
649,"&lt;script&gt;document.write('&lt;a target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt='+Math.floor(Math.random()*999999999)+'""&gt;');&lt;/script&gt;&lt;noscript&gt;&lt;a  target=""_self"" href="" http://rover.ebay.com/rover/1/710-53481-19255-0/1?icep_ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;ipn=psmain&amp;icep_vectorid=229508&amp;kwid=902099&amp;mtid=824&amp;kw=lg""&gt;check  this out new arive on ebay&lt;/a&gt;&lt;img  style=""text-decoration:none;border:0;padding:0;margin:0;"" src="" http://rover.ebay.com/roverimp/1/710-53481-19255-0/1?ff3=1&amp;pub=5575096797&amp;toolid=10001&amp;campid=5337555197&amp;customid=bogdan+grigore&amp;mpt=[CACHEBUSTER] ""&gt;&lt;/noscript&gt;﻿",1
650,just came to check the view count﻿,0
651,LIKKEE﻿,0
652,subscribe﻿,1
653,i like this song because of all the animals and i like this song .﻿,0
654,katy is beautiful. and this song is catchy. I'm a rapper with 25000  subscribers.. thumbs up if you hate when you take a shit and the water  splashes your balls﻿,1
655,epic﻿,0
656,Check out this video on YouTube:﻿,1
657,https://www.reverbnation.com/slicknick313/songs﻿,1
658,Admit it you just came here to check the number of viewers ﻿,0
659,Nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk﻿,0
660,Eminem rap can be easy for a boy but I can do that﻿,0
661,Like this in 2015! :D﻿,0
662,http://www.twitch.tv/jaroadc come follow and watch my stream!﻿,1
663,plz subscribe to my channel i need subs and if you do i will sub back i  need help﻿,1
664,Your the best♣♥﻿,0
665,http://vimeo.com/106865403﻿,1
666,Thank you KatyPerryVevo for your instagram likes @axeljonssons﻿,1
667,I subscribed it<br />﻿,1
668,PSY GOT LOTS  OF MONEY FROM YOUTUBE THAT HE GOT FROM 2 BILLION VIEWS THIS  IS THE MOST VIEWS IN THE WORLD :D﻿,0
669,"Dumb Guy: Why is there 2 billion views when there are 7 million people on  earth??? Also, I know what 1+1 equals! 1+1=1! I am a smartie pants﻿",0
670,Eminem rocks!﻿,0
671,This video is kinda close to 1 million  views <br />﻿,0
672,hi everyone this is cool check out sexy and i know it﻿,1
673,https://www.facebook.com/pages/%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%A7%D8%AC%D9%85%D9%84-%D8%A7%D9%84%D8%A7%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89___-music/674732645945877 ﻿,1
674,In my head this is like 2 years ago.. Time FLIES﻿,0
675,I loved this song when I was in my teenage years!﻿,0
676,Best for partying ﻿,0
677,i love this song﻿,0
678,"Lets be honest, you wouldn't last 1 day on your own in the jungle. Stop  living n a fairy world.﻿",0
679,Check out this video on YouTube:﻿,1
680,I like This Comment and do not kill :P﻿,1
681,WAT DA FUCK THIS THE MOST VIEWED VIDEO IN YOUTUBE!﻿,0
682,this song gives me strength! love her lyrics. this video really brings the  lyrics to life. I'm getting known fast because i rap with meaning.. thumbs  up if you piss next to the water in the toilet so its quiet...﻿,1
683,katy perry  just stop it and dont do a song i dont like it﻿,0
684,She is fit﻿,0
685,....subscribe......  ......to my........  .....channel.......﻿,1
686,"The funny thing is, 1,700,000,000 of the views are spam bots. I mean c'mon  2 BILLION views? BS!﻿",0
687,VOTE FOR KATY FOR THE EMAs! #KATYCATS  http://tv.mtvema.com/artists/katy-perry/i38xh1﻿,1
688,PSY - GANGNAM STYLE (강남스타일) M/V: http://youtu.be/9bZkp7q19f0﻿,0
689,Check out this video on YouTube:﻿,1
690,"COME AND CHECK OUT MY NEW YOUTUBE CHHANEL, GOING TO BE POSTING DAILY!﻿",1
691,nice ..very nice﻿,0
692,I hav absolutely no idea what he's saying. Is it even a language?﻿,0
693,Check out this video on YouTube:﻿,1
694,Almost to a billion :)﻿,0
695,Please friend read my book and repass: http://www.4shared.com/web/preview/pdf/CjFofTxeba?﻿,1
696,Check out this video on YouTube:﻿,1
697,If you looking for new music to listen to check out cece song called  dead2me on iTunes music video out now right here on youtube.﻿,1
698,My telephone!﻿,0
699,Anyone else think this video theme is a bit of an insult to 28 days later? ﻿,0
700,You are the music hero😍😎﻿,0
701,Check out this video on YouTube:﻿,1
702,Follow me on Twitter @mscalifornia95﻿,1
703,Check out this video on YouTube:﻿,1
704,Take a look at this video on YouTube:﻿,1
705,I love this sooooooooooooong I love katy perry﻿,0
706,i love Rihanna 😍😍😍😍[♧from Thailand♧]﻿,0
707,Screw this Chinese crap i dont even understand what he is saying. Why isn't  he speaking English like everyone should?﻿,0
708,Check out this video on YouTube:﻿,1
709,"You exactly who u want to be,watching your favourite rappers on tv﻿",0
710,Check out this video on YouTube:﻿,1
711,Check out this video on YouTube:﻿,1
712,"Hey guys! Please join me in my fight to help abused/mistreated animals! All  fund will go to helping pay for vet bills/and or helping them find homes! I  will place an extra emphasis on helping disabled animals, ones otherwise  would just be put to sleep by other animal organizations. Donate please. http://www.gofundme.com/Angels-n-Wingz﻿",1
713,https://www.facebook.com/myfunnyriddles﻿,1
714,super music﻿,0
715,Hey guys subscribe to my channel for no reason! Please!..﻿,1
716,2011- the last year of decent music.﻿,0
717,good music﻿,0
718,That shake and that golden and black robot were really partying ﻿,0
719,love this song﻿,0
720,Check out this playlist on YouTube:﻿,1
721,Charlie from Lost!﻿,0
722,"969,210 dislikes like dislike themselves﻿",0
723,not 2 million view anymore :))﻿,0
724,People who believe in Illuminati are stupid the same people believe that  911 was made by the American government﻿,0
725,Katy Perry's songs are the best of the songs of women artists.﻿,0
726,PSY is a good guy﻿,0
727,"This song is just insane.<br />Do you dance listening to this song?( i do, lol)﻿",0
728,It should be illegal to be this goodlooking as this babe is...﻿,0
729,awesome﻿,0
730,Subscribe me Secret videos :D﻿,1
731,EMINEM the best EVER.﻿,0
732,Charlie from LOST﻿,0
733,subscribe to me﻿,1
734,Plizz withing my channel ﻿,1
735,Love your song makes me happy﻿,0
736,thumb up if you watching in 2015 and  you like it﻿,0
737,"I believe that soccer promotes terrorism. Bad choice, Shakira.﻿",0
738,Help Please!!  http://www.gofundme.com/RJanimalcare﻿,1
739,Feels and emotions in this song...God damn﻿,0
740,Eminem THE BEST !﻿,0
741,OMG 2/7 People watched this video because there are 7 billion people in the  world and 2 billion watched this﻿,0
742,The best world cup song ever!!!!﻿,0
743,Oppa! Yeah! Best Song!﻿,0
744,I came here because of Vanoss.﻿,0
745,Please subscribe to us and thank you﻿,1
746,This is my favorite song ever love this Party Rock It Everybody!!!!﻿,0
747,Love﻿,0
748,Come and check out my music!Im spamming on loads of videos but its just to try and get my music across to new people﻿,1
749,http://www.gofundme.com/gvr7xg﻿,1
750,Like this comment if you are watching on a phone﻿,1
751,this is increidebl﻿,0
752,Its almost Katys birthday! October 25th Lets say happy birthday to katy!!! ♥♥♥♥♥♥﻿,0
753,Check out this playlist on YouTube:﻿,1
754,Check out this video on YouTube:﻿,1
755,please suscribe i am bored of 5 subscribers try to get it to 20!﻿,1
756,....I stil lisening this :)﻿,0
757,Your going to hear me Roar !!!! :-))))   #soundsofsunday ﻿,0
758,Love your songs<br />Supper cool<br />﻿,0
759,great song you go katy!﻿,0
760,Lets party﻿,0
761,Boooobs﻿,0
762,"cool song check out my animal trafficking petition.<br /><a href=""http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick"">http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick</a>﻿",1
763,http://www.bubblews.com/news/6401116-vps-solutions﻿,1
764,Check out this video on YouTube:<br />﻿,1
765,just checking the views﻿,0
766,Hey Guys Jaylan Here And I Just Wanted Everybody To Know if Yall Can Subscribe Please That Would Be Great! This Is My New Gaming Channel (Have Not Uploaded Yet)But I Will Upload If I Hit About 10 Subs Thank You :D﻿,1
767,She is a perfect wonder.....﻿,0
768,So freaking sad...﻿,0
769,"C'mon Katy you are so close to 14,000,000 subscribers...come up with  another hit like this and it will happen﻿",0
770,I found out this song now﻿,0
771,imagine if this guy put adsense on with all these views... u could pay ur  morgage﻿,0
772,follow me on instagram bigboss286﻿,1
773,Check out this video on YouTube:﻿,1
774,Love😘❤💖﻿,0
775,wowwwwwwwwwwwwwwwwwwwwwwwwwwwwww﻿,0
776,please like :D https://premium.easypromosapp.com/voteme/19924/616375350﻿,1
777,hey guys!! visit my channel pleaase (i'm searching a dream)﻿,1
778,Show your AUBURN PRIDE HERE: http://www.teespring.com/tigermeathoodie﻿,1
779,"<a href=""http://www.gofundme.com/Helpmypitbull"">http://www.gofundme.com/Helpmypitbull</a> Can you please donate to help my pitbull PLEASE!!! I just need 50 dollars to take it to the vet!!!﻿",1
780,Subscribe and Win a CAP<br />       ☆☆☆☆☆﻿,1
781,FREe ITunes Gift card http://shhort.com/a?r=x6J4gBrne﻿,1
782,Check out this video on YouTube:<br /><br />Eminem is amazing. ﻿,1
